labels,cik,conm,industry,Coord1,Coord2
1,1750,AAR CORP,Aerospace & Defense,-0.11460199831152168,-0.14754798769630162
3,1800,ABBOTT LABORATORIES,Health Care Equipment & Supplies,-0.12185571751880328,-0.16043523699489845
1,2034,ACETO CORP,Health Care Providers & Services,0.34089080946466305,-0.019054003767789745
1,2135,AFFILIATED COMPUTER SERVICES,IT Services,-0.12331214275050358,-0.16390672966543263
4,2488,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,-0.13353664893282607,-0.18244078326731686
1,2491,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",0.2728379246576261,0.06495008610448376
1,2809,AGNICO EAGLE MINES LTD,Metals & Mining,-0.14026851172276447,-0.08466065281220403
1,2969,AIR PRODUCTS & CHEMICALS INC,Chemicals,-0.1146019983115224,-0.14754798769630442
9,3116,AKORN INC,Pharmaceuticals,-0.1374877600792608,-0.19230086746165032
3,3453,MATSON INC,Marine,-0.25392057603549917,0.2954867749489344
0,3673,ALLEGHENY ENERGY INC,Electric Utilities,0.3406095013936896,-0.019405296672933076
1,4127,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.13616715271754629,0.24684381562142016
1,4281,ARCONIC INC,Aerospace & Defense,-0.13632732526487443,-0.18996911380841508
4,4447,HESS CORP,"Oil, Gas & Consumable Fuels",-0.11460199831152214,-0.1475479876963028
3,4904,AMERICAN ELECTRIC POWER CO,Electric Utilities,0.2742901399259489,0.0679874638209023
4,4962,AMERICAN EXPRESS CO,Consumer Finance,0.34083499257182087,-0.01889876818684043
3,4977,AFLAC INC,Insurance,0.2739059025093547,0.06772907722312158
1,5133,AMERICAN GREETINGS  -CL A,Household Durables,0.34097575519889517,-0.018727001897682186
0,5272,AMERICAN INTERNATIONAL GROUP,Insurance,-0.1351868933721756,-0.1439912995173233
4,5513,UNUM GROUP,Insurance,0.14547956062553963,0.1539971283475323
1,5768,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,0.27464988814838254,0.062409415498332795
9,5981,AMERICAN VANGUARD CORP,Chemicals,-0.1284617380107267,-0.17314595334998736
1,6201,AMERICAN AIRLINES GROUP INC,Airlines,-0.2575345120878168,0.31069368144636644
1,6281,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,-0.11460199831152182,-0.14754798769630265
1,6284,ANALOGIC CORP,Health Care Equipment & Supplies,-0.13703584183858353,-0.1914246333911872
0,6769,APACHE CORP,"Oil, Gas & Consumable Fuels",-0.12280258645273823,-0.16292045922672757
1,6845,APOGEE ENTERPRISES INC,Building Products,0.1461407414253392,0.15539750604049582
7,6885,STAGE STORES INC,Specialty Retail,-0.12805078826374647,-0.15346225202690877
1,6951,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,-0.24867804296551677,0.18323706893510372
1,6955,ENERPAC TOOL GROUP CORP,Machinery,-0.1284456030736444,-0.17470883790867486
1,7084,ARCHER-DANIELS-MIDLAND CO,Food Products,-0.12096128946354552,-0.15836310316212981
4,7332,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",-0.1347735818962895,-0.18461715665832457
3,7536,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",0.27655944191020093,0.06910387140793743
3,7789,ASSOCIATED BANC-CORP,Banks,0.34248417009207893,-0.018430940193208487
1,8411,ATWOOD OCEANICS,Energy Equipment & Services,0.3428802197218792,-0.018293662776720267
1,8670,AUTOMATIC DATA PROCESSING,IT Services,-0.13964027303615745,-0.19651848641827532
4,8818,AVERY DENNISON CORP,Containers & Packaging,-0.13492747923411572,-0.18492923430144076
1,8858,AVNET INC,"Electronic Equipment, Instruments & Components",0.19974422417041007,0.0630031387198671
3,8868,AVON PRODUCTS,Personal Products,-0.13527213531027832,-0.18556112118259951
1,8947,AZZ INC,Electrical Equipment,0.35070486728507094,-0.01615868515586561
0,9092,BADGER METER INC,"Electronic Equipment, Instruments & Components",-0.1270797234469527,-0.1712316238774629
2,9326,BALCHEM CORP  -CL B,Chemicals,0.14435761795006777,0.15437894875122368
2,9342,BALDOR ELECTRIC CO,Electrical Equipment,-0.11838361535871171,0.24335581069145482
3,9389,BALL CORP,Containers & Packaging,-0.15370777908853495,0.22455926902449275
1,9631,BANK OF NOVA SCOTIA,Banks,0.33967971702264876,-0.01936183866646973
