labels,cik,conm,industry,Coord1,Coord2
1,1750,AAR CORP,Aerospace & Defense,-0.18228848611781892,-0.1140427274773323
2,1800,ABBOTT LABORATORIES,Health Care Equipment & Supplies,-0.18866267151669713,-0.12287376151525187
1,2034,ACETO CORP,Health Care Providers & Services,0.2946980864987475,-0.03116914653138804
1,2135,AFFILIATED COMPUTER SERVICES,IT Services,-0.1991178859172791,-0.1382634417005025
2,2488,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,-0.18228848611782322,-0.11404272747733539
1,2491,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",0.2927570308546019,-0.03151167464587222
1,2809,AGNICO EAGLE MINES LTD,Metals & Mining,-0.2008198223691003,-0.14241841066317953
1,2969,AIR PRODUCTS & CHEMICALS INC,Chemicals,-0.18228848611782297,-0.11404272747733643
0,3116,AKORN INC,Pharmaceuticals,-0.21114842264920042,-0.16105517541130968
6,3453,MATSON INC,Marine,-0.2587085366616688,0.2844008786938718
1,3673,ALLEGHENY ENERGY INC,Electric Utilities,0.19734736020337884,0.07886090272185756
1,4127,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,-0.1822884861178225,-0.11404272747733502
1,4281,ARCONIC INC,Aerospace & Defense,-0.21066511062921717,-0.1602677236882663
2,4447,HESS CORP,"Oil, Gas & Consumable Fuels",-0.18228848611781975,-0.1140427274773373
2,4904,AMERICAN ELECTRIC POWER CO,Electric Utilities,0.2879376200154947,-0.034467429445691686
2,4962,AMERICAN EXPRESS CO,Consumer Finance,0.2930141098650721,-0.03161344167292584
2,4977,AFLAC INC,Insurance,0.29380699695149715,-0.03147593534156877
1,5133,AMERICAN GREETINGS  -CL A,Household Durables,0.29422193115320977,-0.03128228224233517
2,5272,AMERICAN INTERNATIONAL GROUP,Insurance,-0.1883333713326284,-0.12038569403875839
2,5513,UNUM GROUP,Insurance,0.2945274863376122,-0.031363592841214365
1,5768,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,0.2958590245710181,-0.031089617281176464
3,5981,AMERICAN VANGUARD CORP,Chemicals,-0.19671925925178854,-0.1338812082297116
2,6201,AMERICAN AIRLINES GROUP INC,Airlines,-0.03370514842847521,0.16303447072033903
1,6281,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,0.32230137233129713,0.006911882739413857
1,6284,ANALOGIC CORP,Health Care Equipment & Supplies,-0.2070966843129711,-0.15405219643738471
6,6769,APACHE CORP,"Oil, Gas & Consumable Fuels",-0.1914091728530867,-0.1269314585114131
1,6845,APOGEE ENTERPRISES INC,Building Products,0.19459128635477288,0.08189931793797237
5,6885,STAGE STORES INC,Specialty Retail,-0.194113145863749,-0.12045337091427434
1,6951,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,-0.2395326137902968,0.04497134951907097
1,6955,ENERPAC TOOL GROUP CORP,Machinery,-0.194546910837031,-0.13214615828265092
8,7084,ARCHER-DANIELS-MIDLAND CO,Food Products,-0.19101659773608287,-0.12642860816241738
