labels,cik,conm,industry,Coord1,Coord2
2,1750,AAR CORP,Aerospace & Defense,0.14471242634088494,-0.07910314414190679
5,1800,ABBOTT LABORATORIES,Health Care Equipment & Supplies,0.14658157103189018,-0.08053326067801456
2,2034,ACETO CORP,Health Care Providers & Services,-0.15344794522826624,-0.08320956950654987
2,2135,AFFILIATED COMPUTER SERVICES,IT Services,0.15679245886393994,-0.09043622464134893
0,2488,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.14471242634088624,-0.07910314414190761
2,2491,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",-0.3121711532917439,-0.04309122656294406
2,2809,AGNICO EAGLE MINES LTD,Metals & Mining,0.14913312768200795,-0.08355861412711792
2,2969,AIR PRODUCTS & CHEMICALS INC,Chemicals,0.14471242634088635,-0.0791031441419073
4,3116,AKORN INC,Pharmaceuticals,0.1737607039749604,-0.11405572377532688
5,3453,MATSON INC,Marine,0.15585072810214257,0.23793647069139373
2,3673,ALLEGHENY ENERGY INC,Electric Utilities,-0.21388536905349892,0.003835013458933452
2,4127,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.14471242634088527,-0.07910314414190697
5,4281,ARCONIC INC,Aerospace & Defense,0.16911459858514616,-0.10842833347889277
7,4447,HESS CORP,"Oil, Gas & Consumable Fuels",-0.08399585642788579,-0.05688524438413982
0,4904,AMERICAN ELECTRIC POWER CO,Electric Utilities,-0.5128821239448988,-0.05830615815821638
0,4962,AMERICAN EXPRESS CO,Consumer Finance,-0.3366968351740062,-0.06605613897750806
0,4977,AFLAC INC,Insurance,-0.25228200327744754,0.014310483315214156
2,5133,AMERICAN GREETINGS  -CL A,Household Durables,-0.2867212032544927,-0.07430331773966256
5,5272,AMERICAN INTERNATIONAL GROUP,Insurance,0.14818588184097922,-0.08242532155880902
5,5513,UNUM GROUP,Insurance,-0.034839743136359784,-0.0859564427065842
2,5768,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,-0.1541803334157206,-0.0776280552930106
5,5981,AMERICAN VANGUARD CORP,Chemicals,0.15364603035474741,-0.08822638914653494
