labels,cik,conm,industry,Coord1,Coord2
1,1750,AAR CORP,Aerospace & Defense,0.1346258242270766,-0.09164409614197509
5,1800,ABBOTT LABORATORIES,Health Care Equipment & Supplies,0.13642918974209914,-0.09395034341084696
1,2034,ACETO CORP,Health Care Providers & Services,-0.20649395549920566,-0.07339307952959616
1,2135,AFFILIATED COMPUTER SERVICES,IT Services,0.14512064059930094,-0.10441158954735699
5,2488,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.1346258242270787,-0.09164409614197537
1,2491,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",-0.22928292750745874,-0.07223110755162061
1,2809,AGNICO EAGLE MINES LTD,Metals & Mining,0.14240144259682502,-0.10125571004266999
1,2969,AIR PRODUCTS & CHEMICALS INC,Chemicals,0.13462582422707847,-0.091644096141975
4,3116,AKORN INC,Pharmaceuticals,0.15977731537590015,-0.12600679261133255
6,3453,MATSON INC,Marine,0.1767772330040467,0.3712082910077428
1,3673,ALLEGHENY ENERGY INC,Electric Utilities,-0.20427409298648855,0.041929213609388054
1,4127,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.05354003012207982,-0.10606396088873102
1,4281,ARCONIC INC,Aerospace & Defense,0.14873586028440494,-0.1109825266730892
3,4447,HESS CORP,"Oil, Gas & Consumable Fuels",0.1346258242270763,-0.09164409614197543
5,4904,AMERICAN ELECTRIC POWER CO,Electric Utilities,-0.5145209613038763,-0.043397839815920866
1,4962,AMERICAN EXPRESS CO,Consumer Finance,-0.34865858659114235,-0.05642392598056903
5,4977,AFLAC INC,Insurance,0.13462582422707872,-0.09164409614197483
1,5133,AMERICAN GREETINGS  -CL A,Household Durables,-0.3163755377387145,-0.05379769122863914
5,5272,AMERICAN INTERNATIONAL GROUP,Insurance,0.1393757906637981,-0.09545800519466074
5,5513,UNUM GROUP,Insurance,-0.2330009528466831,-0.06255674166032203
1,5768,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,-0.2835640502217001,-0.07122386882127976
0,5981,AMERICAN VANGUARD CORP,Chemicals,0.144710000353458,-0.10340148815081714
5,6201,AMERICAN AIRLINES GROUP INC,Airlines,-0.020070554161464974,0.05935880977410051
1,6281,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,-0.3120799713872441,-0.027630643991781455
1,6284,ANALOGIC CORP,Health Care Equipment & Supplies,0.14490958880414848,-0.10562618094003655
3,6769,APACHE CORP,"Oil, Gas & Consumable Fuels",0.13925717158671,-0.09726979759405313
1,6845,APOGEE ENTERPRISES INC,Building Products,-0.4362422573169853,0.11047665739980568
1,6885,STAGE STORES INC,Specialty Retail,0.13421315606595127,-0.09263773239789129
1,6951,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,0.1269890531284196,-0.09930800827950347
1,6955,ENERPAC TOOL GROUP CORP,Machinery,0.14615846014360417,-0.10663021351663307
0,7084,ARCHER-DANIELS-MIDLAND CO,Food Products,0.1372727507730268,-0.09491681938809281
5,7332,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",-0.0796584364142006,-0.06828335084308998
5,7536,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",-0.3056767340659673,-0.06166011736324737
3,7789,ASSOCIATED BANC-CORP,Banks,-0.34913598301932647,-0.059194574422533876
1,8411,ATWOOD OCEANICS,Energy Equipment & Services,-0.4182516286014264,-0.0581382490907796
1,8670,AUTOMATIC DATA PROCESSING,IT Services,0.16122036534248355,-0.12778909319277929
1,8818,AVERY DENNISON CORP,Containers & Packaging,0.13768250876920615,-0.09545469735755337
1,8858,AVNET INC,"Electronic Equipment, Instruments & Components",0.1346258242270795,-0.0916440961419741
3,8868,AVON PRODUCTS,Personal Products,0.14809609447209027,-0.10839458210348403
1,8947,AZZ INC,Electrical Equipment,-0.6636397467486387,-0.023352798858331147
2,9092,BADGER METER INC,"Electronic Equipment, Instruments & Components",0.14614889396908615,-0.08950231376500373
0,9326,BALCHEM CORP  -CL B,Chemicals,-0.11984876463093404,0.2671195340606907
1,9342,BALDOR ELECTRIC CO,Electrical Equipment,-0.16298754688809133,-0.06571026477171779
1,9389,BALL CORP,Containers & Packaging,0.13462582422707883,-0.09164409614197506
1,9631,BANK OF NOVA SCOTIA,Banks,0.13462582422707886,-0.09164409614197508
3,9892,BARD (C.R.) INC,Health Care Equipment & Supplies,0.1346258242270789,-0.09164409614197505
5,9984,BARNES GROUP INC,Machinery,-0.44378621901148285,-0.04925194383434851
5,10456,BAXTER INTERNATIONAL INC,Health Care Equipment & Supplies,-0.2218388208672293,-0.09991882777164728
1,10795,BECTON DICKINSON & CO,Health Care Equipment & Supplies,-0.25678963328756976,-0.09680817731970329
6,11199,BEMIS CO INC,Containers & Packaging,0.16178741660344156,-0.12863896033105876
3,11544,BERKLEY (W R) CORP,Insurance,-0.1760314619369922,0.08611381556484395
2,12208,BIO-RAD LABORATORIES INC,Life Sciences Tools & Services,-0.5094238362963285,-0.009699077033897888
1,12355,BLACK & DECKER CORP,Household Durables,-0.07520884187929817,0.30583370023593226
1,12659,BLOCK H & R INC,Diversified Consumer Services,0.13462582422707883,-0.09164409614197508
