labels,cik,conm,industry,Coord1,Coord2
0,1750,AAR CORP,Aerospace & Defense,-0.1277377274722558,-0.040665892801439854
3,1800,ABBOTT LABORATORIES,Health Care Equipment & Supplies,-0.13227222208956083,-0.041920063792823564
0,2034,ACETO CORP,Health Care Providers & Services,0.23962101170220065,-0.23206356580098145
0,2135,AFFILIATED COMPUTER SERVICES,IT Services,-0.13790171698603085,-0.045653222829144996
1,2488,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,-0.14320994121570077,-0.04538271627614749
4,2491,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",0.3638298234501309,-0.1865604070472488
0,2809,AGNICO EAGLE MINES LTD,Metals & Mining,-0.021365025105541828,0.07744768073180835
0,2969,AIR PRODUCTS & CHEMICALS INC,Chemicals,-0.12773772747225384,-0.0406658928014373
4,3116,AKORN INC,Pharmaceuticals,-0.14215511534589106,-0.04615231141514547
7,3453,MATSON INC,Marine,-0.0762932053756843,0.21118073240845214
2,3673,ALLEGHENY ENERGY INC,Electric Utilities,0.017534325483185346,-0.11941411335162896
0,4127,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.11366464996062618,0.14612059235384103
0,4281,ARCONIC INC,Aerospace & Defense,-0.12773772747225373,-0.040665892801438
3,4447,HESS CORP,"Oil, Gas & Consumable Fuels",-0.12773772747225187,-0.04066589280143897
3,4904,AMERICAN ELECTRIC POWER CO,Electric Utilities,0.2369554809377344,-0.09342399770892525
0,4962,AMERICAN EXPRESS CO,Consumer Finance,0.3136533264827301,-0.16167134139687042
3,4977,AFLAC INC,Insurance,-0.1277377274722535,-0.04066589280143784
0,5133,AMERICAN GREETINGS  -CL A,Household Durables,0.23065817733558508,-0.21967379063083006
6,5272,AMERICAN INTERNATIONAL GROUP,Insurance,-0.136159111050285,-0.02384312450794733
1,5513,UNUM GROUP,Insurance,0.31302589336147896,0.10975180248287876
0,5768,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,0.47274052628834784,-0.09268980562648212
2,5981,AMERICAN VANGUARD CORP,Chemicals,-0.13648517927309942,-0.044376406653116506
0,6201,AMERICAN AIRLINES GROUP INC,Airlines,0.10948178837541969,0.2401669990285032
0,6281,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,-0.12773772747225345,-0.04066589280143809
0,6284,ANALOGIC CORP,Health Care Equipment & Supplies,-0.14561698118629435,-0.04725265393337031
6,6769,APACHE CORP,"Oil, Gas & Consumable Fuels",-0.13512690955198142,-0.0443056824407806
0,6845,APOGEE ENTERPRISES INC,Building Products,0.19353286801564468,0.07756894844833362
5,6885,STAGE STORES INC,Specialty Retail,-0.12844642624830377,-0.03917019110262616
0,6951,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,-0.03322637801509128,0.2948751934351694
0,6955,ENERPAC TOOL GROUP CORP,Machinery,-0.13559125555521176,-0.043810639969751874
0,7084,ARCHER-DANIELS-MIDLAND CO,Food Products,-0.13047460672413855,-0.04173956317637846
3,7332,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",-0.1500118735691914,-0.04772462871064966
3,7536,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",0.18691561969833656,-0.0759382648516711
1,7789,ASSOCIATED BANC-CORP,Banks,0.2445955698882098,-0.2444134821690448
0,8411,ATWOOD OCEANICS,Energy Equipment & Services,0.348122927534492,-0.2150303765500955
0,8670,AUTOMATIC DATA PROCESSING,IT Services,-0.1277377274722539,-0.04066589280143743
1,8818,AVERY DENNISON CORP,Containers & Packaging,-0.12988232593737292,-0.041637613221329084
0,8858,AVNET INC,"Electronic Equipment, Instruments & Components",0.46623009744019417,-0.14304194048201643
7,8868,AVON PRODUCTS,Personal Products,-0.14581436484041377,-0.04665686771203557
0,8947,AZZ INC,Electrical Equipment,0.08630600681119706,-0.15610319322295915
6,9092,BADGER METER INC,"Electronic Equipment, Instruments & Components",-0.13075308345686648,-0.042068230289527705
0,9326,BALCHEM CORP  -CL B,Chemicals,0.27670385920298673,0.076487398654114
5,9342,BALDOR ELECTRIC CO,Electrical Equipment,-0.09615779994968839,-0.05767907222665721
1,9389,BALL CORP,Containers & Packaging,-0.16747005106855942,0.31806262095875687
0,9631,BANK OF NOVA SCOTIA,Banks,0.45826217653964446,-0.3457253043585296
3,9892,BARD (C.R.) INC,Health Care Equipment & Supplies,-0.12773772747225395,-0.04066589280143766
0,9984,BARNES GROUP INC,Machinery,0.2927104125874213,-0.2495955320984923
3,10456,BAXTER INTERNATIONAL INC,Health Care Equipment & Supplies,-0.16970485489103057,-0.10684278833487622
