labels,cik,conm,industry,Coord1,Coord2
5,1750.0,AAR CORP,Aerospace & Defense,0.18755522973427172,-0.10453572178616985
0,1800.0,ABBOTT LABORATORIES,Health Care Equipment & Supplies,-0.09940721547773865,-0.02184434702716035
1,2034.0,ACETO CORP,Health Care Providers & Services,0.09955257081859344,-0.09854819386015631
1,2135.0,AFFILIATED COMPUTER SERVICES,IT Services,0.07658632706480113,-0.01105816178909747
7,2488.0,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.2525660686894455,0.09415163145868341
9,2491.0,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",0.0154877353867207,0.07132841217917862
3,2809.0,AGNICO EAGLE MINES LTD,Metals & Mining,-0.18351359364421044,0.0006279612911368065
8,2969.0,AIR PRODUCTS & CHEMICALS INC,Chemicals,0.02360621576680532,-0.11668920459522876
6,3116.0,AKORN INC,Pharmaceuticals,-0.04114044964438473,-0.0007203690053747888
1,3453.0,MATSON INC,Marine,0.0812269839592476,-0.03763973815370705
5,3673.0,ALLEGHENY ENERGY INC,Electric Utilities,0.10210118404396458,-0.33538738281735314
7,4127.0,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.21588330080736567,-0.019273565525213882
3,4281.0,ARCONIC INC,Aerospace & Defense,-0.11374891338465955,0.05174589552064998
8,4447.0,HESS CORP,"Oil, Gas & Consumable Fuels",-0.05702072326563849,-0.17972663995147342
5,4904.0,AMERICAN ELECTRIC POWER CO,Electric Utilities,0.03154076543194088,-0.28601869489695186
1,4962.0,AMERICAN EXPRESS CO,Consumer Finance,0.07954891288923348,-0.09189003202372109
0,4977.0,AFLAC INC,Insurance,-0.07931826411772767,-0.04796984057943718
9,5133.0,AMERICAN GREETINGS  -CL A,Household Durables,0.043978835683159544,0.018089934921432828
6,5272.0,AMERICAN INTERNATIONAL GROUP,Insurance,-0.06364203282419813,-0.005065494116249006
6,5513.0,UNUM GROUP,Insurance,-0.0022085171540932444,-0.04994360638400559
3,5768.0,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,-0.156899049438921,0.026098580679849045
6,5981.0,AMERICAN VANGUARD CORP,Chemicals,-0.03107576950462336,0.003956956913718448
3,6201.0,AMERICAN AIRLINES GROUP INC,Airlines,-0.11374891338465902,0.05174589552064973
2,6281.0,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,0.27697922311781076,0.0948189841010402
0,6284.0,ANALOGIC CORP,Health Care Equipment & Supplies,-0.09709524918777322,-0.020408721332166722
0,6769.0,APACHE CORP,"Oil, Gas & Consumable Fuels",-0.09102485965926772,-0.10410565177173434
6,6845.0,APOGEE ENTERPRISES INC,Building Products,-0.011405872352704025,0.06459095337815407
6,6885.0,STAGE STORES INC,Specialty Retail,-0.033056731243985095,-0.019305660868934184
7,6951.0,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,0.2601446423923852,0.07521531834915798
1,6955.0,ENERPAC TOOL GROUP CORP,Machinery,0.08743215719902588,-0.013316333382812734
6,7084.0,ARCHER-DANIELS-MIDLAND CO,Food Products,0.021968403383421167,-0.05107951864628045
8,7332.0,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",-0.0675055628170893,-0.14797307617544717
7,7536.0,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",0.21490857111095904,0.011694466737378227
9,7789.0,ASSOCIATED BANC-CORP,Banks,0.015504127385608956,0.056812825238907454
8,8411.0,ATWOOD OCEANICS,Energy Equipment & Services,-0.007750189155045509,-0.08620046692401576
1,8670.0,AUTOMATIC DATA PROCESSING,IT Services,0.16192523179654245,-0.08389843771362163
6,8818.0,AVERY DENNISON CORP,Containers & Packaging,-0.0029282279674401604,-0.005216045888543673
7,8858.0,AVNET INC,"Electronic Equipment, Instruments & Components",0.3252563745352865,-0.020135451110445197
0,8868.0,AVON PRODUCTS,Personal Products,-0.08885122078557135,-0.013547899134576689
1,8947.0,AZZ INC,Electrical Equipment,0.07701975741172142,-0.04085762237900039
3,9092.0,BADGER METER INC,"Electronic Equipment, Instruments & Components",-0.07289086608886224,0.016314252901159718
0,9326.0,BALCHEM CORP  -CL B,Chemicals,-0.07993215118512338,-0.031531442071713295
6,9342.0,BALDOR ELECTRIC CO,Electrical Equipment,-0.018756523603794744,-0.010778538667764924
0,9389.0,BALL CORP,Containers & Packaging,-0.1682135921658088,-0.039419221278528246
6,9631.0,BANK OF NOVA SCOTIA,Banks,-0.000531693962547989,-0.00713715854186555
6,9892.0,BARD (C.R.) INC,Health Care Equipment & Supplies,-0.0064953396804062,-0.05321234320167895
6,9984.0,BARNES GROUP INC,Machinery,-0.04312214475990594,-0.047327804100239075
8,10456.0,BAXTER INTERNATIONAL INC,Health Care Equipment & Supplies,0.035922365242936856,-0.14349807605999385
0,10795.0,BECTON DICKINSON & CO,Health Care Equipment & Supplies,-0.06841149175202346,-0.05341252621118129
6,11199.0,BEMIS CO INC,Containers & Packaging,0.02876322558456412,-0.0427485880043809
0,11544.0,BERKLEY (W R) CORP,Insurance,-0.18808111370817102,-0.13673979834013078
