labels,cik,conm,industry,Coord1,Coord2
4,1750.0,AAR CORP,Aerospace & Defense,-0.07278441525869031,-0.10428127453189462
4,1800.0,ABBOTT LABORATORIES,Health Care Equipment & Supplies,-0.09124576592250129,-0.07813273445931168
4,2034.0,ACETO CORP,Health Care Providers & Services,-0.042526068347979964,-0.029510048423072508
9,2135.0,AFFILIATED COMPUTER SERVICES,IT Services,0.07410928716829124,0.03496855754829567
9,2488.0,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.016149733610094863,0.02218558289029143
9,2491.0,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",0.05272446215235703,-0.033913827541542325
6,2809.0,AGNICO EAGLE MINES LTD,Metals & Mining,-0.02127669590511285,0.13510455419087855
0,2969.0,AIR PRODUCTS & CHEMICALS INC,Chemicals,0.08916465604669667,0.10296799765447215
2,3116.0,AKORN INC,Pharmaceuticals,0.0338978605876824,-0.13850750704994805
0,3453.0,MATSON INC,Marine,0.10232484589277911,0.0502186084437576
6,3673.0,ALLEGHENY ENERGY INC,Electric Utilities,-0.03321870258128776,0.17603344893241638
9,4127.0,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,-0.014297417330226794,0.027192687097426813
1,4281.0,ARCONIC INC,Aerospace & Defense,-0.14344136847776479,-0.011156279419190434
8,4447.0,HESS CORP,"Oil, Gas & Consumable Fuels",0.0818915828300958,0.2884433524522759
9,4904.0,AMERICAN ELECTRIC POWER CO,Electric Utilities,0.03552055951446735,0.004932322206930863
4,4962.0,AMERICAN EXPRESS CO,Consumer Finance,-0.011839856530924302,-0.0053959634453719174
6,4977.0,AFLAC INC,Insurance,-0.038756137005557925,0.048508542706429396
4,5133.0,AMERICAN GREETINGS  -CL A,Household Durables,-0.0920122233189385,-0.042833895621353466
6,5272.0,AMERICAN INTERNATIONAL GROUP,Insurance,-0.0315095573190677,0.09750462731394391
2,5513.0,UNUM GROUP,Insurance,0.10043528586232464,-0.08211451254696234
1,5768.0,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,-0.12700005853461924,0.03129733791869036
4,5981.0,AMERICAN VANGUARD CORP,Chemicals,-0.003710532296271108,-0.09237235395984199
1,6201.0,AMERICAN AIRLINES GROUP INC,Airlines,-0.14344136847776504,-0.011156279419190817
9,6281.0,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,0.017372717280260776,-0.011503699909067518
6,6284.0,ANALOGIC CORP,Health Care Equipment & Supplies,-0.07378697325824096,0.09628227305412529
8,6769.0,APACHE CORP,"Oil, Gas & Consumable Fuels",0.0006391501291493225,0.20145141417089998
3,6845.0,APOGEE ENTERPRISES INC,Building Products,0.1669326321480296,-0.03496367356277351
2,6885.0,STAGE STORES INC,Specialty Retail,0.0933695297388615,-0.09716689251514736
9,6951.0,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,-0.010170756202122428,0.01481494382565519
0,6955.0,ENERPAC TOOL GROUP CORP,Machinery,0.07389392042151967,0.08342800600381137
6,7084.0,ARCHER-DANIELS-MIDLAND CO,Food Products,-0.11893436435071035,0.20053677909295997
6,7332.0,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",-0.10649402978245337,0.20935774089422426
3,7536.0,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",0.135427808473349,-0.009163456572398363
7,7789.0,ASSOCIATED BANC-CORP,Banks,-0.15461627758521557,-0.15088084988651906
8,8411.0,ATWOOD OCEANICS,Energy Equipment & Services,-0.0024596037804366882,0.18676061168364402
6,8670.0,AUTOMATIC DATA PROCESSING,IT Services,-0.0762927787400998,0.0545547701484159
9,8818.0,AVERY DENNISON CORP,Containers & Packaging,0.06903916847192404,-0.01909985428919518
3,8858.0,AVNET INC,"Electronic Equipment, Instruments & Components",0.14353068598059035,-0.02236219491500334
9,8868.0,AVON PRODUCTS,Personal Products,0.045751646573106576,-0.022632397224991437
6,8947.0,AZZ INC,Electrical Equipment,0.010150912126038834,0.07301884828772277
6,9092.0,BADGER METER INC,"Electronic Equipment, Instruments & Components",0.019643408478240466,0.1594686158498861
1,9326.0,BALCHEM CORP  -CL B,Chemicals,-0.09272477855177798,-0.013421904343661828
0,9342.0,BALDOR ELECTRIC CO,Electrical Equipment,0.2073921896703789,0.12450976222680842
9,9389.0,BALL CORP,Containers & Packaging,0.05161584349013879,0.005484277013153158
4,9631.0,BANK OF NOVA SCOTIA,Banks,-0.019439303941319687,0.0016208031928452967
4,9892.0,BARD (C.R.) INC,Health Care Equipment & Supplies,-0.05859558297823856,-0.05629726694261689
0,9984.0,BARNES GROUP INC,Machinery,0.14352329845843453,0.08260176346432749
4,10456.0,BAXTER INTERNATIONAL INC,Health Care Equipment & Supplies,-0.028308080366469937,-0.028257341948165392
9,10795.0,BECTON DICKINSON & CO,Health Care Equipment & Supplies,0.03886357003906978,0.006545195601546151
1,11199.0,BEMIS CO INC,Containers & Packaging,-0.1314889968314597,-0.0808986492982897
1,11544.0,BERKLEY (W R) CORP,Insurance,-0.14502652302366303,-0.06455783628612399
4,12208.0,BIO-RAD LABORATORIES INC,Life Sciences Tools & Services,-0.016807848611965433,-0.037605574142236683
4,12355.0,BLACK & DECKER CORP,Household Durables,0.019507498105380206,-0.07170125111928671
2,12659.0,BLOCK H & R INC,Diversified Consumer Services,0.0427344806750357,-0.08205358234073817
9,12927.0,BOEING CO,Aerospace & Defense,0.030198072912569825,0.028442153760639792
2,12978.0,OFFICEMAX INC,Specialty Retail,0.07757358024474666,-0.09357478825280174
5,13610.0,BOWNE & CO INC,Commercial Services & Supplies,0.21350539633036372,-0.09529879972477849
7,14195.0,BRIGGS & STRATTON,Machinery,-0.027303972383920613,-0.16677537409594298
4,14272.0,BRISTOL-MYERS SQUIBB CO,Pharmaceuticals,-0.033144238156629764,-0.05201309967204084
9,14693.0,BROWN FORMAN CORP,Beverages,0.10428232694083334,0.0221977074430785
5,14707.0,CALERES INC,Specialty Retail,0.17889953275496043,-0.2152989565522183
5,14930.0,BRUNSWICK CORP,Leisure Products,0.20796598514125628,-0.16267879007678376
2,15615.0,MASTEC INC,Construction & Engineering,0.10440137478819753,-0.06861631408202774
4,16040.0,CABOT CORP,Chemicals,-0.054181905667613564,-0.0783846030731246
4,16058.0,CACI INTL INC  -CL A,IT Services,-0.04822571354988642,-0.019338918851030396
6,16160.0,CAL-MAINE FOODS INC,Food Products,-0.049837307159455814,0.03620694999344184
4,16732.0,CAMPBELL SOUP CO,Food Products,-0.09253381121448048,-0.07807184666129344
4,16868.0,CANADIAN NATIONAL RAILWAY CO,Road & Rail,-0.01800156709301163,-0.05872769943633207
8,16873.0,NEXEN INC,"Oil, Gas & Consumable Fuels",-0.06906290789042363,0.35222648184193533
9,16875.0,CANADIAN PACIFIC RAILWAY LTD,Road & Rail,0.05011746835561946,0.03989606641406486
3,16918.0,CONSTELLATION BRANDS,Beverages,0.10840352638146902,-0.02299238747188116
9,16988.0,CANON INC,"Technology Hardware, Storage & Peripherals",0.03446970087947743,0.0413541323313735
0,17843.0,CARPENTER TECHNOLOGY CORP,Metals & Mining,0.14755709530286548,0.11038674796053626
2,18061.0,CASCADE CORP,Machinery,0.08136712320611802,-0.1022508094351661
1,18172.0,CASTLE (A M) & CO,Trading Companies & Distributors,-0.14344136847776456,-0.011156279419190795
0,18230.0,CATERPILLAR INC,Machinery,0.0823701670007861,0.10112917671615065
4,18255.0,CATO CORP  -CL A,Specialty Retail,-0.06741981770900937,-0.06799065417297674
7,18349.0,SYNOVUS FINANCIAL CORP,Banks,-0.07926295583232218,-0.16291023231871782
3,18396.0,CDI CORP,Professional Services,0.1503169104058965,0.037532290717793584
3,18498.0,GENESCO INC,Specialty Retail,0.10552754100257085,-0.007197221941030938
2,18808.0,CENTRAL VERMONT PUB SERV,Electric Utilities,0.09993752498295672,-0.16984381402325682
9,18926.0,CENTURYLINK INC,Diversified Telecommunication Services,0.012708656895564703,0.03657871424704107
4,18937.0,CERADYNE INC,Aerospace & Defense,-0.023198925962798992,0.01580232015948026
9,19411.0,MAGELLAN HEALTH INC,Health Care Providers & Services,0.077767306899125,-0.03758610200838466
4,19446.0,CANTEL MEDICAL CORP,Health Care Equipment & Supplies,0.0050202894055475,-0.06436844264526873
1,19520.0,CHATTEM INC,Personal Products,-0.0931674583269082,-0.006350306587141838
1,19584.0,CHEMED CORP,Health Care Providers & Services,-0.09967371291206908,-0.048497782511124785
