labels,cik,conm,industry,Coord1,Coord2
2,1750.0,AAR CORP,Aerospace & Defense,0.12435265082271979,0.010131053807083679
0,1800.0,ABBOTT LABORATORIES,Health Care Equipment & Supplies,-0.06846881919674719,0.004395344189917693
1,2034.0,ACETO CORP,Health Care Providers & Services,0.07526260713202429,-0.060361816040939105
1,2135.0,AFFILIATED COMPUTER SERVICES,IT Services,0.03444199442732058,-0.009028104211418371
1,2488.0,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.08189647150625425,-0.05037963077216038
1,2491.0,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",0.03407857180949366,-0.015207870328804014
6,2809.0,AGNICO EAGLE MINES LTD,Metals & Mining,-0.04167018257760462,0.15311945119644424
3,2969.0,AIR PRODUCTS & CHEMICALS INC,Chemicals,0.008971919195270414,0.0337906437986275
1,3116.0,AKORN INC,Pharmaceuticals,0.017674927500924257,-0.028837700830513634
2,3453.0,MATSON INC,Marine,0.06803584174713855,0.0177833882942853
2,3673.0,ALLEGHENY ENERGY INC,Electric Utilities,0.13606403859062102,0.06665678649622975
1,4127.0,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.0423068918680546,0.0029524278034103093
0,4281.0,ARCONIC INC,Aerospace & Defense,-0.11652229286439432,0.003911830750924496
9,4447.0,HESS CORP,"Oil, Gas & Consumable Fuels",0.04175406606670258,0.2764052512867631
1,4904.0,AMERICAN ELECTRIC POWER CO,Electric Utilities,0.05397257798668222,-0.0091426760733387
1,4962.0,AMERICAN EXPRESS CO,Consumer Finance,0.019364624551375633,-0.04839878507037627
3,4977.0,AFLAC INC,Insurance,-0.05399660943811703,0.016442140762640913
1,5133.0,AMERICAN GREETINGS  -CL A,Household Durables,0.02034624748321963,-0.03037592116630799
3,5272.0,AMERICAN INTERNATIONAL GROUP,Insurance,-0.056246118681873056,-0.02772354344175073
1,5513.0,UNUM GROUP,Insurance,0.03202266554228946,-0.05569436682978223
2,5768.0,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,0.05412211626779255,0.03801028991868408
1,5981.0,AMERICAN VANGUARD CORP,Chemicals,0.05324441842120089,-0.02953342081166216
0,6201.0,AMERICAN AIRLINES GROUP INC,Airlines,-0.11652229286439376,0.003911830750924578
1,6281.0,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,0.023722135545265758,-0.05923363864013867
3,6284.0,ANALOGIC CORP,Health Care Equipment & Supplies,-0.011960777682584975,0.021268123527911242
9,6769.0,APACHE CORP,"Oil, Gas & Consumable Fuels",0.020872507477333505,0.2089019436034895
1,6845.0,APOGEE ENTERPRISES INC,Building Products,0.041903327124368256,-0.024851743199191364
8,6885.0,STAGE STORES INC,Specialty Retail,-0.023066199449996563,-0.05102477262702232
1,6951.0,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,0.035925295004448916,-0.06665350853211373
2,6955.0,ENERPAC TOOL GROUP CORP,Machinery,0.10834887143247655,0.03171453460711332
9,7084.0,ARCHER-DANIELS-MIDLAND CO,Food Products,0.07342156903540613,0.13779968574483206
9,7332.0,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",0.10772116715063011,0.21685856109835824
1,7536.0,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",0.04489131609384671,-0.023576732251498634
8,7789.0,ASSOCIATED BANC-CORP,Banks,0.007674457154741315,-0.09048584285637917
9,8411.0,ATWOOD OCEANICS,Energy Equipment & Services,0.03376621234480351,0.15557404386287485
8,8670.0,AUTOMATIC DATA PROCESSING,IT Services,0.02192525253281087,-0.07348629672272924
3,8818.0,AVERY DENNISON CORP,Containers & Packaging,-0.026651887676648695,0.007172991187141399
7,8858.0,AVNET INC,"Electronic Equipment, Instruments & Components",0.13814771635236203,-0.05747352408277576
0,8868.0,AVON PRODUCTS,Personal Products,-0.09882046839659742,0.007719821293385206
2,8947.0,AZZ INC,Electrical Equipment,0.10234901487600001,0.11050703129409688
2,9092.0,BADGER METER INC,"Electronic Equipment, Instruments & Components",0.07162288772472795,0.11343933816224025
