labels,cik,conm,industry,Coord1,Coord2,2,3,4
4,1750.0,AAR CORP,Aerospace & Defense,0.08860681718747634,-0.004833260730615774,0.053445836857229874,0.1033403648668613,-0.0047976655789368355
6,1800.0,ABBOTT LABORATORIES,Health Care Equipment & Supplies,-0.10430362914428912,0.04253081002340366,-0.04465189626274831,-0.01777407549100409,-0.13797333887771937
3,2034.0,ACETO CORP,Health Care Providers & Services,0.0009149890531945057,-0.10157189865273278,-0.0016999786902500355,0.015223316618663857,-0.040938057071080426
6,2135.0,AFFILIATED COMPUTER SERVICES,IT Services,-0.17414023408544788,0.11418856414506577,-0.21778816253385105,-0.12926535223181232,-0.18720537987783736
2,2488.0,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.03506859158465279,0.07222122459715694,-0.02449132160112602,0.027302047680288707,0.031844305178858875
1,2491.0,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",-0.03978896225354579,-0.061315425659934066,0.14748200833622577,0.05762098751210713,-0.06961844330457524
4,2809.0,AGNICO EAGLE MINES LTD,Metals & Mining,0.06566139475198066,-0.011460516238622523,0.06996632052322074,0.01916210215691759,0.07741595195643843
5,2969.0,AIR PRODUCTS & CHEMICALS INC,Chemicals,-0.21755842751730634,0.2570512574082508,-0.03042604687908997,0.1325070718173114,0.13699454510822168
4,3116.0,AKORN INC,Pharmaceuticals,0.13430555524851387,0.010565545989376495,0.13270254993306488,-0.01941389864607978,-0.007982532329418184
3,3453.0,MATSON INC,Marine,-0.0754082490898924,-0.051042036914038066,-0.006829790890956265,0.06388334951482721,0.0005757056389943756
0,3673.0,ALLEGHENY ENERGY INC,Electric Utilities,-0.19717079180119004,0.02750054297104276,0.17067700103519728,-0.011460404561636677,-0.03550124201533063
4,4127.0,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.207959069703084,0.17309478346553162,0.08092937179084718,0.21158327315392467,0.03795966825580265
3,4281.0,ARCONIC INC,Aerospace & Defense,0.0037478759420360636,-0.11060736082259305,-0.011437503029764384,-0.00812820090750387,0.009626231108671198
7,4447.0,HESS CORP,"Oil, Gas & Consumable Fuels",-0.10398857376320393,0.07111196298215076,0.08993781205830814,-0.10656530348634038,0.13078255849160506
0,4904.0,AMERICAN ELECTRIC POWER CO,Electric Utilities,-0.3047131014130452,-0.13200993286057555,0.11604320058886747,0.03466285844405005,-0.056864159774969246
2,4962.0,AMERICAN EXPRESS CO,Consumer Finance,-0.10968269692671097,0.13052362329238923,-0.11066745903513388,-0.015667790671723088,-0.022504148381919036
6,4977.0,AFLAC INC,Insurance,-0.21081473879421322,0.16393271409294163,-0.09844959678726585,-0.07596018742020082,-0.06984373508827092
2,5133.0,AMERICAN GREETINGS  -CL A,Household Durables,-0.04092335761501927,0.0470146256519516,-0.037646419365870876,-0.024450784826782715,0.03212520539710514
2,5272.0,AMERICAN INTERNATIONAL GROUP,Insurance,-0.057201526879099886,-0.014867449288630027,-0.06324001613508516,-0.04736874276772469,-0.05067928212152424
6,5513.0,UNUM GROUP,Insurance,-0.34480891489382415,0.05230050611920737,-0.06398264645071301,-0.11133950964763613,-0.06366525821456324
3,5768.0,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,0.004223207212521708,-0.08665309846297314,0.005834633345851459,-0.026968330662223015,-0.08837505527189714
5,5981.0,AMERICAN VANGUARD CORP,Chemicals,-0.038739019742653674,0.07688179942145452,-0.025611596124939223,0.1095250431017499,-0.0675038679432481
3,6201.0,AMERICAN AIRLINES GROUP INC,Airlines,0.003747875942035916,-0.11060736082259306,-0.011437503029765145,-0.008128200907503866,0.009626231108670264
8,6281.0,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,0.31275968449605274,0.32666973300416635,0.036189331235888675,-0.053060446804493434,0.038998604195766104
4,6284.0,ANALOGIC CORP,Health Care Equipment & Supplies,0.16680189075361193,0.03927211960568707,0.15771554180434144,0.20251468351676757,-0.0599533283531549
7,6769.0,APACHE CORP,"Oil, Gas & Consumable Fuels",-0.10555454463049625,0.14699000792885092,0.1659737717877914,-0.15099076516451063,0.21661644903257507
1,6845.0,APOGEE ENTERPRISES INC,Building Products,-0.07711499744330466,0.04009251335583679,0.13739749271163026,-0.035944808355568174,0.020728300521997915
3,6885.0,STAGE STORES INC,Specialty Retail,0.0037478759420358186,-0.11060736082259291,-0.011437503029764982,-0.008128200907503418,0.009626231108671123
8,6951.0,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,0.27157920005264125,0.21401316306451593,-0.1650840040744134,0.08410810283050925,-0.019232971868713693
2,6955.0,ENERPAC TOOL GROUP CORP,Machinery,-0.005646166483192057,0.11833505618635708,-0.11328053014404879,-0.06320638496853676,0.04848975487483302
0,7084.0,ARCHER-DANIELS-MIDLAND CO,Food Products,-0.2246947883780318,0.019682873662729864,0.04115774334579874,0.03831160908888362,-0.020051218175274468
1,7332.0,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",-0.06979597037703968,0.028857861751007893,0.21533350985333305,0.02238705684018169,0.05222378805164534
5,7536.0,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",0.06088800677948478,0.23533300728173248,-0.013120297038837494,0.133456423487989,0.023674851389527244
6,7789.0,ASSOCIATED BANC-CORP,Banks,-0.2535758697304705,0.1170762149989663,-0.011210043565861017,-0.04793147503612006,0.062371969164646775
7,8411.0,ATWOOD OCEANICS,Energy Equipment & Services,0.05622324056040127,0.2726296760265758,0.10524266231842806,-0.06298826541527562,0.23512694480917706
6,8670.0,AUTOMATIC DATA PROCESSING,IT Services,-0.11103013879964443,0.12378898636518634,-0.015273951195945105,-0.16579708015096098,-0.03650879479695911
2,8818.0,AVERY DENNISON CORP,Containers & Packaging,-0.010213703225394883,0.021935235923496308,-0.22332475030508542,0.07108208059989385,0.042947690682455866
