labels,cik,conm,industry,Coord1,Coord2,2,3,4
0,1750,AAR CORP,Aerospace & Defense,0.14632299499192788,0.07650596607456446,0.010448034008214962,-0.0013357359533699392,0.008056370562211772
8,1800,ABBOTT LABORATORIES,Health Care Equipment & Supplies,0.14783613574337526,0.07752660790638935,0.011426450659724325,-0.0029037014447957613,0.00829915645031487
0,2034,ACETO CORP,Health Care Providers & Services,-0.15367634567281588,0.07785321216281425,-0.007163653668847924,-0.04014441385154233,-0.031960238688497664
0,2135,AFFILIATED COMPUTER SERVICES,IT Services,0.15514066384552644,0.08509900216176397,0.014212273329452874,-0.00026928695736653466,0.009874173759075941
2,2488,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.1463229949919246,0.07650596607456195,0.010448034008214696,-0.0013357359533691933,0.008056370562212097
0,2491,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",-0.3594368283522807,0.041994237403125946,0.098467639181321,-0.03259493749803288,0.036221756991379195
0,2809,AGNICO EAGLE MINES LTD,Metals & Mining,0.14898739645367282,0.07926260492855622,0.011237495752567963,-0.0017301350707282423,0.009347263063158008
0,2969,AIR PRODUCTS & CHEMICALS INC,Chemicals,0.14632299499192558,0.07650596607456224,0.01044803400821436,-0.0013357359533686874,0.008056370562212112
4,3116,AKORN INC,Pharmaceuticals,0.17312268707361633,0.1074437195002171,0.02107211483676229,-0.005508862974780961,0.03671855499354641
6,3453,MATSON INC,Marine,0.15410834583332245,-0.14436175671814694,0.08743443011661153,0.21632130229004684,-0.08640038950198171
0,3673,ALLEGHENY ENERGY INC,Electric Utilities,-0.22074708360574152,0.08771989299599768,-0.16349274436170944,0.004023414222041037,-0.07998863680221815
0,4127,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,0.14632299499192533,0.07650596607456203,0.010448034008214509,-0.001335735953368984,0.008056370562211972
7,4281,ARCONIC INC,Aerospace & Defense,0.17104481666831342,0.10507859107294702,0.020253939889975623,-0.005193576779951568,0.03404452063270432
2,4447,HESS CORP,"Oil, Gas & Consumable Fuels",-0.32016935349159525,0.03775248193583894,0.48942746406254267,-0.2624471528771438,0.019548379487047657
2,4904,AMERICAN ELECTRIC POWER CO,Electric Utilities,-0.5136418176623226,0.05295924484604209,-0.011820265882737727,-0.03440472518633864,-0.030472027520724806
9,4962,AMERICAN EXPRESS CO,Consumer Finance,-0.3365975907941761,0.06005402731426593,-0.006484235603584743,-0.03080135119336162,-0.028566486711811247
8,4977,AFLAC INC,Insurance,-0.3721550534447117,0.0013952142989668353,0.2660713111927001,0.008334005295696454,0.1969184851571765
0,5133,AMERICAN GREETINGS  -CL A,Household Durables,-0.28731992593125855,0.06367425905971967,-0.0035555247138431764,-0.047019607575052205,-0.05379611269945996
6,5272,AMERICAN INTERNATIONAL GROUP,Insurance,0.14632299499192541,0.07650596607456221,0.010448034008214587,-0.0013357359533690684,0.008056370562211927
8,5513,UNUM GROUP,Insurance,-0.01979681119970325,0.09629372498989482,-0.15456802833689692,0.02758321854001574,-0.05517937653137935
0,5768,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,-0.08103312249308757,0.07353581197301623,-0.048694708453853375,0.032000092298129244,0.04136824895395791
6,5981,AMERICAN VANGUARD CORP,Chemicals,0.1529794923814723,0.08351846154048422,0.013595858312715864,-0.002813956212433004,0.008664211134002859
