labels,cik,conm,industry,Coord1,Coord2,2,3,4
1,1750,AAR CORP,Aerospace & Defense,0.26788224245201403,0.048274833784779224,-0.10529267597516398,-0.005647678068615147,-0.02651183587447249
6,1800,ABBOTT LABORATORIES,Health Care Equipment & Supplies,0.2832224090527657,0.05320521350408028,-0.11713915166747328,-0.0068192681118931725,-0.03462511521838972
1,2034,ACETO CORP,Health Care Providers & Services,-0.28232546510805456,0.03647460784647262,-0.2545175507390922,0.14620708354528184,0.0703545812082776
1,2135,AFFILIATED COMPUTER SERVICES,IT Services,0.3055864753664557,0.05766782967407485,-0.13634184280699294,-0.00615162364586084,-0.04800125141393814
4,2488,ADVANCED MICRO DEVICES,Semiconductors & Semiconductor Equipment,0.30226390530066105,0.05669455921179953,-0.13391664367614925,-0.006372995651466355,-0.0519129752094494
1,2491,BALLY TECHNOLOGIES INC,"Hotels, Restaurants & Leisure",-0.5211731285024165,-0.13862636867173234,-0.18709145754586087,0.07524233659753439,-0.01900684761308705
1,2809,AGNICO EAGLE MINES LTD,Metals & Mining,0.2609762005560951,-0.007931977209094387,-0.08580880583353209,0.011420940837118128,-0.1166858804938231
1,2969,AIR PRODUCTS & CHEMICALS INC,Chemicals,0.26788224245201364,0.048274833784778766,-0.1052926759751641,-0.0056476780686159885,-0.0265118358744713
3,3116,AKORN INC,Pharmaceuticals,0.326911785144948,0.06682731785787949,-0.1631324039036186,-0.014645289508434356,-0.07594380364675969
4,3453,MATSON INC,Marine,0.05430712783510154,-0.18217447374867438,0.39245480179469683,-0.17563308056409477,-0.02166638246481288
9,3673,ALLEGHENY ENERGY INC,Electric Utilities,-0.2548877023464616,-0.15251052337143595,-0.12589172237607843,-0.16804519143575777,0.13874898226619445
1,4127,SKYWORKS SOLUTIONS INC,Semiconductors & Semiconductor Equipment,-0.041031975401203014,-0.42106433069137056,-0.04409091258254706,-0.26055562125196696,-0.004201015530930602
5,4281,ARCONIC INC,Aerospace & Defense,0.32661047597091075,0.06596457311095358,-0.16386907352488608,-0.011698276206897468,-0.07161203231993456
2,4447,HESS CORP,"Oil, Gas & Consumable Fuels",-0.21479784031905716,0.634469374808107,0.14303038845268806,-0.4230789204893521,-0.05057511937066625
4,4904,AMERICAN ELECTRIC POWER CO,Electric Utilities,-0.6568407484131034,0.24806084466916173,-0.10966971052156141,0.17243754445837245,-0.0640737174306709
5,4962,AMERICAN EXPRESS CO,Consumer Finance,-0.6470131956560912,-0.05452834078743499,-0.15402092283664467,-0.14607858629350157,0.10179686887724468
2,4977,AFLAC INC,Insurance,-0.2802115874959809,0.6610525030402403,0.1695916803751023,-0.3723361567877524,-0.04551699863891527
1,5133,AMERICAN GREETINGS  -CL A,Household Durables,-0.5530935900890717,0.34728670370980014,-0.09060380760851164,-0.03968163766504561,0.07121748904217566
9,5272,AMERICAN INTERNATIONAL GROUP,Insurance,0.2912239782002788,0.04646041933653273,-0.09479942332534697,0.006885726658841625,-0.028528740503984622
4,5513,UNUM GROUP,Insurance,-0.26380667778695355,-0.3728548183754996,-0.12136833818603829,0.026271383083495213,-0.03445469728378216
1,5768,AMERICAN SCIENCE ENGINEERING,Aerospace & Defense,-0.4832606905076281,-0.4154378652500035,-0.24518170991847218,0.030148133136271352,0.07090097158549051
3,5981,AMERICAN VANGUARD CORP,Chemicals,0.303050443650204,0.05836342761723381,-0.13367059270927267,-0.010681005497816665,-0.042777347665938756
8,6201,AMERICAN AIRLINES GROUP INC,Airlines,-0.11127719746377068,-0.4699069157885697,0.22622966483946544,-0.16869774275434557,-0.1344906389798658
1,6281,ANALOG DEVICES,Semiconductors & Semiconductor Equipment,-0.3799276500088271,0.526663621572714,0.04500941070291052,-0.0035256286002999376,-0.16986352325640564
1,6284,ANALOGIC CORP,Health Care Equipment & Supplies,0.3157387957587564,0.06377814819362725,-0.1533524830100292,-0.009125564100261203,-0.06665316849556344
2,6769,APACHE CORP,"Oil, Gas & Consumable Fuels",0.2807082774825665,0.05054348989735954,-0.13058850829647048,-0.004630302469621387,-0.02865921224851237
1,6845,APOGEE ENTERPRISES INC,Building Products,-0.47711307842133677,-0.01138194796831951,0.030557437397218,0.22533378590025552,-0.046210808936156915
1,6885,STAGE STORES INC,Specialty Retail,0.279023479792295,0.03869896858395668,-0.09843563930171767,-0.0053348088312811905,-0.02482185926804484
1,6951,APPLIED MATERIALS INC,Semiconductors & Semiconductor Equipment,0.237651008760493,-0.07836276375230398,0.07640579830975876,0.0486080398226485,-0.21801702135621237
1,6955,ENERPAC TOOL GROUP CORP,Machinery,0.3029763026314572,0.05923710654187231,-0.13762578291705177,-0.00671134084567852,-0.04767899866626483
8,7084,ARCHER-DANIELS-MIDLAND CO,Food Products,0.283891255990101,0.05275306073175473,-0.12042010436282986,-0.005903100480332195,-0.03571013719280884
2,7332,SOUTHWESTERN ENERGY CO,"Oil, Gas & Consumable Fuels",-0.11072897387958873,0.3772382322095376,-0.012017085753257675,-0.04947053429967499,-0.12786911557851177
4,7536,ARROW ELECTRONICS INC,"Electronic Equipment, Instruments & Components",-0.5118433959337212,0.2618604469280611,-0.005207626822839879,0.044176388104030344,0.06222315407837924
2,7789,ASSOCIATED BANC-CORP,Banks,-0.6268208980363028,-0.0009320587200035647,-0.16772768561475182,-0.04712327843780524,0.05693775282412715
1,8411,ATWOOD OCEANICS,Energy Equipment & Services,-0.6905216267535502,0.015105423439348066,-0.1914096024630377,-0.0033669286702306257,0.09365031398737393
1,8670,AUTOMATIC DATA PROCESSING,IT Services,0.30587053527993296,0.060682276093682014,-0.14249561542839687,-0.012538092942253751,-0.0577069943624605
9,8818,AVERY DENNISON CORP,Containers & Packaging,0.2811877430034488,0.051406942544225794,-0.11557249082452865,-0.0047648743285175245,-0.03574853533166466
1,8858,AVNET INC,"Electronic Equipment, Instruments & Components",-0.18575399919037194,-0.5227729151376392,-0.17254705285876168,-0.26883551560589686,0.07725834347226146
2,8868,AVON PRODUCTS,Personal Products,0.3226276438488752,0.0636600615317605,-0.15048804950514155,-0.009216575585243598,-0.06296579275367048
1,8947,AZZ INC,Electrical Equipment,-0.5600850065410704,0.27824323531007455,-0.205830289882915,0.3673271084356416,-0.061219468384007665
6,9092,BADGER METER INC,"Electronic Equipment, Instruments & Components",0.29305558120758507,0.05187370647732559,-0.10903612779947561,-0.0008267069825996521,-0.022881015564202828
4,9326,BALCHEM CORP  -CL B,Chemicals,-0.049524696364777694,-0.34171407006380505,-0.0255252398445353,0.3944202820229772,-0.18638555580881772
1,9342,BALDOR ELECTRIC CO,Electrical Equipment,-0.3056428856234014,0.04437842246403913,-0.01723214739688508,-0.26638716603488966,0.01946161952947451
6,9389,BALL CORP,Containers & Packaging,0.29806743783985096,-0.001335966079214787,0.08449767410002303,0.048310432276006184,-0.18931119120800852
1,9631,BANK OF NOVA SCOTIA,Banks,0.01695840305253287,-0.09246814376198693,-0.3023745083371933,0.09511344017676589,0.1578833793095523
6,9892,BARD (C.R.) INC,Health Care Equipment & Supplies,0.26788224245201325,0.04827483378477911,-0.10529267597516381,-0.00564767806861513,-0.026511835874471784
6,9984,BARNES GROUP INC,Machinery,-0.5123032919295969,-0.10888440867353401,-0.3275050741177811,0.20465565298817182,0.12010097718387641
6,10456,BAXTER INTERNATIONAL INC,Health Care Equipment & Supplies,0.01336331019137848,0.09525024652269558,-0.2195709189948265,0.21160482074241493,0.032500201880020944
1,10795,BECTON DICKINSON & CO,Health Care Equipment & Supplies,-0.33477334831938194,0.12329675637075341,-0.272641999227492,0.30966588954015867,0.07464818053632379
8,11199,BEMIS CO INC,Containers & Packaging,0.32690578432572664,0.06671102592164674,-0.16316852088704845,-0.014677147220652536,-0.07598823152440112
8,11544,BERKLEY (W R) CORP,Insurance,-0.37029376995639346,0.14299335175990802,0.13255540745983743,-0.04950680719966908,-0.16205623447423603
7,12208,BIO-RAD LABORATORIES INC,Life Sciences Tools & Services,-0.519731885147804,0.5285775578003864,0.00975472512249868,0.07784983823657396,-0.12830882801401483
9,12355,BLACK & DECKER CORP,Household Durables,-0.04717113289588533,0.011199595103038567,0.10537740121325748,0.3420195437337982,0.3295131313532672
1,12659,BLOCK H & R INC,Diversified Consumer Services,-0.036791247675155736,-0.2102057685252442,-0.29361986252519645,-0.013097326590498956,0.17415863562299017
6,12927,BOEING CO,Aerospace & Defense,0.28140923825010816,0.051108894863135024,-0.11610852237578778,-0.007904909918165406,-0.03383118615097255
6,12978,OFFICEMAX INC,Specialty Retail,-0.36631689189714145,0.061924227774891795,-0.35266007238979846,0.30315744104599956,0.15933793383600825
3,13610,BOWNE & CO INC,Commercial Services & Supplies,-0.3575442844861266,-0.3811864233523266,-0.3615878113724061,0.16873815988475185,0.17173177612128826
1,14195,BRIGGS & STRATTON,Machinery,0.004334140798553965,-0.4673055404599406,0.15100268755204918,-0.22846654336444083,-0.22156596033390005
1,14272,BRISTOL-MYERS SQUIBB CO,Pharmaceuticals,0.2810226241111673,0.05328433058761265,-0.11454842959023478,-0.00839623079253407,-0.03092878198235947
1,14693,BROWN FORMAN CORP,Beverages,-0.09517613692711341,0.13120540534944322,-0.14617436746647103,-0.025070729122103914,0.11069381749682389
0,14707,CALERES INC,Specialty Retail,0.25754892790446415,0.04480522498668278,-0.09709986578096441,-0.003387582823961864,-0.02120166840571426
4,14930,BRUNSWICK CORP,Leisure Products,0.2742569857222455,-0.07688398742871344,0.27716989111812396,0.13810800146936195,-0.050391909758045146
4,15615,MASTEC INC,Construction & Engineering,-0.5165620267543478,-0.09585279328672268,-0.2934399997686,-0.0073255920859931515,0.21578218031779084
1,16040,CABOT CORP,Chemicals,-0.3744256632168159,-0.0676745415200853,-0.04150111216023073,0.145095921360467,-0.1465579281559004
1,16058,CACI INTL INC  -CL A,IT Services,0.3348533405857131,0.06933757918553264,-0.17186573435347213,-0.012918674497887972,-0.07992878676709012
1,16160,CAL-MAINE FOODS INC,Food Products,0.3132794007014658,0.05972923868165204,-0.1434200852923637,-0.00733000477817321,-0.05836690687147734
1,16732,CAMPBELL SOUP CO,Food Products,0.30212327472514167,0.05816423655792792,-0.1323105708465558,-0.008238414319562239,-0.04688714951654504
1,16868,CANADIAN NATIONAL RAILWAY CO,Road & Rail,0.2790509936196768,0.050901626499937874,-0.11352144084325425,-0.006489492614553027,-0.03221576504219352
1,16873,NEXEN INC,"Oil, Gas & Consumable Fuels",0.2678822424520144,0.048274833784779786,-0.10529267597516381,-0.005647678068615591,-0.026511835874471673
5,16875,CANADIAN PACIFIC RAILWAY LTD,Road & Rail,0.05812331693608101,-0.1902016088695564,-0.15258288917467228,-0.037164442328219034,0.00011817910049576406
1,16918,CONSTELLATION BRANDS,Beverages,-0.22906141278955094,0.6554808264025825,0.17119899449509796,-0.4422312618923136,-0.011868403058905361
1,16988,CANON INC,"Technology Hardware, Storage & Peripherals",0.2927166449525044,0.04628490089374649,-0.09087021486837034,0.00827665700823996,-0.01921495300549665
